36	31	55	50	50	28	11	25	22	35	35	26	26	50	26	34	23	35	29	36	33	46	31	21	17	33	24	29	20	25	25	56	28	32	39	19	57	58	31	31	53	22	51	22	50	24	25	33	29	51	24	54	53	23	29	29	46	43	24	55	43	40	34	43	21	24	30	40	26	30	57	35	24	38	16	29	16	38	19	48	35	24	54	22	38	22	24	33	40	21	37	34	34	55	29	36	42	31	27	37	32	11	29	39	55	30	42	25	49	25	47	49	41	40	47	49	56	35	34	24	39	53	54	24	64	50	25	29	45	19	35	29	37	53	54	28	29	34	30	42	47	55	56	23	65	52	20	28	32	24	31	17	25	54	52	31	58	31	59	41	26	19	31	25	41	25	17	45	49	28	33	34	54	58	13	34	27	21	39	31	49	62	34	55	38	45	60	27
34	30	54	49	45	28	18	24	22	34	33	26	32	48	19	34	25	37	35	43	29	48	40	24	24	42	18	32	20	27	24	53	27	29	39	21	55	56	31	31	50	18	49	22	50	24	25	34	29	49	16	53	51	18	29	29	44	41	29	54	40	37	32	43	19	27	29	35	30	18	56	31	31	45	16	21	20	40	20	46	31	23	54	22	41	22	24	34	47	23	34	35	30	54	27	31	39	31	24	35	39	16	29	39	54	28	45	29	48	20	43	45	41	40	48	46	54	29	40	24	30	51	52	24	62	47	26	29	41	13	35	28	37	53	52	27	29	33	30	38	48	54	55	21	62	51	19	27	34	23	31	13	25	53	51	39	57	41	58	39	28	21	33	23	31	24	26	41	45	23	34	42	54	56	12	34	37	25	35	30	50	60	36	54	49	48	57	28
34	30	54	48	43	25	11	24	22	33	33	26	29	48	23	34	23	34	34	40	29	47	36	21	22	38	21	29	20	26	24	51	28	30	39	20	54	55	30	31	51	18	46	22	47	24	25	34	29	48	16	51	50	18	29	29	41	39	28	54	41	35	30	43	19	25	29	34	27	20	56	33	28	41	16	22	16	38	19	46	31	23	51	21	39	22	24	33	45	22	35	34	30	54	27	32	40	31	24	35	36	13	29	38	54	27	44	28	48	20	41	43	41	40	47	45	51	31	37	24	34	48	50	24	58	47	25	29	42	14	33	28	37	53	49	26	29	33	30	40	45	51	51	21	59	51	19	26	33	21	31	13	25	50	48	35	56	35	57	35	28	20	33	22	36	24	21	41	45	24	34	38	54	53	11	34	33	21	37	29	50	56	35	54	47	47	55	28
37	31	55	49	48	30	18	25	22	36	35	26	44	50	29	34	24	39	41	50	35	36	43	33	27	45	25	40	23	29	27	54	28	32	29	27	56	57	31	29	53	23	49	22	48	24	25	35	29	51	26	52	52	24	29	29	45	40	33	55	43	40	34	43	23	26	31	40	29	30	57	35	45	48	16	27	20	50	20	48	35	25	52	24	41	22	24	32	52	25	37	36	36	55	30	39	43	31	24	37	48	13	29	39	55	30	35	34	45	27	45	46	41	30	38	46	53	38	46	24	39	51	52	24	61	49	26	29	45	22	44	28	37	53	54	31	31	37	30	42	55	54	55	24	62	52	19	28	25	27	31	16	25	53	55	49	57	50	59	40	29	27	36	28	45	24	39	45	49	28	35	52	40	56	13	34	42	25	39	31	41	58	28	55	57	48	58	30
36	29	53	45	34	30	18	25	20	37	29	26	36	42	30	29	25	39	37	45	34	46	41	27	26	43	25	31	22	29	25	46	26	32	41	24	52	53	27	28	44	22	39	22	44	24	25	31	29	45	25	48	47	24	26	29	39	37	33	53	38	31	29	43	21	27	31	28	30	30	55	27	32	46	14	27	20	43	20	41	26	24	47	23	41	22	24	34	47	24	37	38	35	53	28	32	42	30	27	33	41	15	26	33	53	24	46	31	47	25	34	37	41	40	48	40	46	37	41	20	39	42	46	25	52	51	26	27	35	19	42	26	32	51	46	30	31	33	28	35	45	48	49	23	52	49	20	24	36	27	29	17	25	46	45	39	51	42	52	33	29	24	33	27	45	25	27	33	38	27	33	43	53	49	14	31	38	25	33	29	48	48	37	53	50	50	51	27
43	31	33	33	25	40	23	28	20	43	29	25	56	30	51	29	29	45	56	55	46	52	58	42	46	58	38	41	29	43	27	35	24	37	51	35	32	41	24	28	33	29	29	17	32	24	25	36	25	42	40	42	33	32	27	29	35	33	55	27	28	28	29	36	23	38	37	23	33	49	35	22	50	61	16	35	24	53	22	34	19	25	42	25	43	25	18	37	61	32	38	45	47	29	29	36	48	29	29	29	55	16	25	29	31	22	56	49	50	33	28	30	39	49	54	35	35	50	52	20	52	33	42	28	41	63	28	20	28	26	55	27	32	49	45	42	37	45	22	30	54	35	49	24	40	42	24	21	51	37	28	28	25	41	43	57	32	57	34	31	44	35	43	38	57	27	38	27	29	42	41	54	58	40	20	32	60	29	28	34	51	30	50	31	73	64	44	32
44	27	30	33	25	34	23	19	20	40	24	25	58	30	48	28	37	41	59	60	39	55	61	43	48	60	37	41	28	41	24	32	20	29	53	38	29	36	22	28	33	19	29	17	28	24	25	31	25	41	26	37	33	24	19	29	39	37	57	35	28	28	29	36	17	38	37	23	41	36	35	18	55	63	9	32	24	52	21	33	18	23	39	23	48	25	18	45	64	35	33	49	42	34	26	31	48	29	24	29	55	28	21	28	33	22	59	51	49	23	28	27	39	49	57	36	45	50	55	16	51	28	35	24	41	62	25	20	27	23	53	18	27	49	47	41	37	31	22	27	55	35	51	16	40	42	24	23	54	34	29	20	22	41	49	60	36	59	34	29	44	38	42	37	57	27	46	26	28	27	34	57	61	40	19	24	62	29	25	31	54	32	53	31	73	65	44	28
45	29	34	33	25	41	23	26	20	38	29	25	58	30	50	29	37	45	59	60	46	56	61	45	48	60	34	45	29	41	25	33	21	33	56	39	31	41	24	30	33	28	29	17	31	24	25	34	25	42	41	41	33	29	25	29	41	39	57	35	28	28	29	36	20	38	37	23	41	48	35	20	55	63	14	31	24	53	22	34	19	24	43	24	48	25	18	45	64	35	33	50	48	34	27	33	47	29	27	29	55	28	24	29	33	22	60	51	51	33	28	28	39	49	58	36	45	49	55	20	50	30	39	26	41	66	26	20	28	24	55	25	31	49	47	46	37	44	22	29	55	35	53	22	40	42	24	23	55	37	31	29	24	41	49	60	37	59	34	31	44	39	43	43	57	27	46	27	29	41	38	57	64	40	20	31	62	29	27	34	56	32	54	31	73	67	44	30
46	31	33	33	25	40	23	28	20	42	29	25	59	30	51	29	38	45	59	61	46	57	61	48	48	60	37	47	29	43	27	35	24	36	57	39	32	41	24	31	33	29	29	17	32	24	25	36	25	42	40	42	33	32	27	29	42	40	57	35	28	28	29	36	23	40	37	23	41	48	35	22	56	64	16	34	24	55	22	34	19	25	45	25	48	25	18	45	65	36	37	50	47	34	29	36	49	29	29	29	56	28	25	29	33	22	62	54	53	33	28	30	39	54	61	36	45	51	56	20	51	33	42	28	41	66	28	20	28	25	55	27	32	49	49	45	37	45	22	30	57	35	53	24	40	42	24	24	57	37	31	30	25	41	51	61	36	60	34	31	44	39	43	42	58	27	50	27	29	41	41	59	66	40	20	32	62	29	28	34	58	32	56	31	73	67	44	32
45	29	29	31	22	37	23	27	20	39	25	25	59	26	49	29	37	43	59	62	45	57	61	47	48	60	35	46	29	43	27	34	24	34	58	39	31	37	21	31	27	27	28	17	32	24	25	32	25	40	34	39	32	29	22	29	41	39	57	33	27	25	28	36	23	38	37	17	41	43	32	18	57	64	14	32	24	55	22	31	14	25	45	25	48	25	18	46	65	35	36	50	46	33	29	34	48	28	29	27	56	27	22	27	32	19	62	54	53	30	27	30	39	53	61	37	46	50	56	16	49	31	39	27	40	64	28	20	25	24	54	23	26	49	49	45	37	39	22	28	57	32	52	24	35	40	24	23	57	37	29	27	25	40	51	62	37	60	33	30	44	39	42	41	56	27	50	24	25	34	37	59	66	40	20	28	62	29	27	32	57	32	57	29	73	67	40	30
